Time resolution is 1 ps
[477695000 ns] [STAGE 0-PASS] 7798/16384
[477705000 ns] [STAGE 0-PASS] 7799/16384
[477715000 ns] [STAGE 0-PASS] 7800/16384
[477725000 ns] [STAGE 0-PASS] 7801/16384
[477735000 ns] [STAGE 0-PASS] 7802/16384
[477745000 ns] [STAGE 0-PASS] 7803/16384
[477755000 ns] [STAGE 0-PASS] 7804/16384
[477765000 ns] [STAGE 0-PASS] 7805/16384
[477775000 ns] [STAGE 0-PASS] 7806/16384
[477785000 ns] [STAGE 0-PASS] 7807/16384
[477795000 ns] [STAGE 0-PASS] 7808/16384
[477825000 ns] [STAGE 0-PASS] 7809/16384
[477835000 ns] [STAGE 0-PASS] 7810/16384
[477845000 ns] [STAGE 0-PASS] 7811/16384
[477855000 ns] [STAGE 0-PASS] 7812/16384
[477865000 ns] [STAGE 0-PASS] 7813/16384
[477875000 ns] [STAGE 0-PASS] 7814/16384
[477885000 ns] [STAGE 0-PASS] 7815/16384
[477895000 ns] [STAGE 0-PASS] 7816/16384
[477905000 ns] [STAGE 0-PASS] 7817/16384
[477915000 ns] [STAGE 0-PASS] 7818/16384
[477925000 ns] [STAGE 0-PASS] 7819/16384
[477935000 ns] [STAGE 0-PASS] 7820/16384
[477945000 ns] [STAGE 0-PASS] 7821/16384
[477955000 ns] [STAGE 0-PASS] 7822/16384
[477965000 ns] [STAGE 0-PASS] 7823/16384
[477975000 ns] [STAGE 0-PASS] 7824/16384
[477985000 ns] [STAGE 0-PASS] 7825/16384
[477995000 ns] [STAGE 0-PASS] 7826/16384
[478005000 ns] [STAGE 0-PASS] 7827/16384
[478015000 ns] [STAGE 0-PASS] 7828/16384
[478025000 ns] [STAGE 0-PASS] 7829/16384
[478035000 ns] [STAGE 0-PASS] 7830/16384
[478045000 ns] [STAGE 0-PASS] 7831/16384
[478055000 ns] [STAGE 0-PASS] 7832/16384
[478065000 ns] [STAGE 0-PASS] 7833/16384
[478075000 ns] [STAGE 0-PASS] 7834/16384
[478085000 ns] [STAGE 0-PASS] 7835/16384
[478095000 ns] [STAGE 0-PASS] 7836/16384
[478105000 ns] [STAGE 0-PASS] 7837/16384
[478115000 ns] [STAGE 0-PASS] 7838/16384
[478125000 ns] [STAGE 0-PASS] 7839/16384
[478135000 ns] [STAGE 0-PASS] 7840/16384
[478145000 ns] [STAGE 0-PASS] 7841/16384
[478155000 ns] [STAGE 0-PASS] 7842/16384
[478165000 ns] [STAGE 0-PASS] 7843/16384
[478175000 ns] [STAGE 0-PASS] 7844/16384
[478185000 ns] [STAGE 0-PASS] 7845/16384
[478195000 ns] [STAGE 0-PASS] 7846/16384
[478205000 ns] [STAGE 0-PASS] 7847/16384
[478215000 ns] [STAGE 0-PASS] 7848/16384
[478225000 ns] [STAGE 0-PASS] 7849/16384
[478235000 ns] [STAGE 0-PASS] 7850/16384
[478245000 ns] [STAGE 0-PASS] 7851/16384
[478255000 ns] [STAGE 0-PASS] 7852/16384
[478265000 ns] [STAGE 0-PASS] 7853/16384
[478275000 ns] [STAGE 0-PASS] 7854/16384
[478285000 ns] [STAGE 0-PASS] 7855/16384
[478295000 ns] [STAGE 0-PASS] 7856/16384
[478305000 ns] [STAGE 0-PASS] 7857/16384
[478315000 ns] [STAGE 0-PASS] 7858/16384
[478325000 ns] [STAGE 0-PASS] 7859/16384
[478335000 ns] [STAGE 0-PASS] 7860/16384
[478345000 ns] [STAGE 0-PASS] 7861/16384
[478355000 ns] [STAGE 0-PASS] 7862/16384
[478365000 ns] [STAGE 0-PASS] 7863/16384
[478375000 ns] [STAGE 0-PASS] 7864/16384
[478385000 ns] [STAGE 0-PASS] 7865/16384
[478395000 ns] [STAGE 0-PASS] 7866/16384
[478405000 ns] [STAGE 0-PASS] 7867/16384
[478415000 ns] [STAGE 0-PASS] 7868/16384
[478425000 ns] [STAGE 0-PASS] 7869/16384
[478435000 ns] [STAGE 0-PASS] 7870/16384
[478445000 ns] [STAGE 0-PASS] 7871/16384
[478455000 ns] [STAGE 0-PASS] 7872/16384
[478465000 ns] [STAGE 0-PASS] 7873/16384
[478475000 ns] [STAGE 0-PASS] 7874/16384
[478485000 ns] [STAGE 0-PASS] 7875/16384
[478495000 ns] [STAGE 0-PASS] 7876/16384
[478505000 ns] [STAGE 0-PASS] 7877/16384
[478515000 ns] [STAGE 0-PASS] 7878/16384
[478525000 ns] [STAGE 0-PASS] 7879/16384
[478535000 ns] [STAGE 0-PASS] 7880/16384
[478545000 ns] [STAGE 0-PASS] 7881/16384
[478555000 ns] [STAGE 0-PASS] 7882/16384
[478565000 ns] [STAGE 0-PASS] 7883/16384
[478575000 ns] [STAGE 0-PASS] 7884/16384
[478585000 ns] [STAGE 0-PASS] 7885/16384
[478595000 ns] [STAGE 0-PASS] 7886/16384
[478605000 ns] [STAGE 0-PASS] 7887/16384
[478615000 ns] [STAGE 0-PASS] 7888/16384
[478625000 ns] [STAGE 0-PASS] 7889/16384
[478635000 ns] [STAGE 0-PASS] 7890/16384
[478645000 ns] [STAGE 0-PASS] 7891/16384
[478655000 ns] [STAGE 0-PASS] 7892/16384
[478665000 ns] [STAGE 0-PASS] 7893/16384
[478675000 ns] [STAGE 0-PASS] 7894/16384
[478685000 ns] [STAGE 0-PASS] 7895/16384
[478695000 ns] [STAGE 0-PASS] 7896/16384
[478705000 ns] [STAGE 0-PASS] 7897/16384
[478715000 ns] [STAGE 0-PASS] 7898/16384
[478725000 ns] [STAGE 0-PASS] 7899/16384
[478735000 ns] [STAGE 0-PASS] 7900/16384
[478745000 ns] [STAGE 0-PASS] 7901/16384
[478755000 ns] [STAGE 0-PASS] 7902/16384
[478765000 ns] [STAGE 0-PASS] 7903/16384
[478775000 ns] [STAGE 0-PASS] 7904/16384
[478785000 ns] [STAGE 0-PASS] 7905/16384
[478795000 ns] [STAGE 0-PASS] 7906/16384
[478805000 ns] [STAGE 0-PASS] 7907/16384
[478815000 ns] [STAGE 0-PASS] 7908/16384
[478825000 ns] [STAGE 0-PASS] 7909/16384
[478835000 ns] [STAGE 0-PASS] 7910/16384
[478845000 ns] [STAGE 0-PASS] 7911/16384
[478855000 ns] [STAGE 0-PASS] 7912/16384
[478865000 ns] [STAGE 0-PASS] 7913/16384
[478875000 ns] [STAGE 0-PASS] 7914/16384
[478885000 ns] [STAGE 0-PASS] 7915/16384
[478895000 ns] [STAGE 0-PASS] 7916/16384
[478905000 ns] [STAGE 0-PASS] 7917/16384
[478915000 ns] [STAGE 0-PASS] 7918/16384
[478925000 ns] [STAGE 0-PASS] 7919/16384
[478935000 ns] [STAGE 0-PASS] 7920/16384
[478945000 ns] [STAGE 0-PASS] 7921/16384
[478955000 ns] [STAGE 0-PASS] 7922/16384
[478965000 ns] [STAGE 0-PASS] 7923/16384
[478975000 ns] [STAGE 0-PASS] 7924/16384
[478985000 ns] [STAGE 0-PASS] 7925/16384
[478995000 ns] [STAGE 0-PASS] 7926/16384
[479005000 ns] [STAGE 0-PASS] 7927/16384
[479015000 ns] [STAGE 0-PASS] 7928/16384
[479025000 ns] [STAGE 0-PASS] 7929/16384
[479035000 ns] [STAGE 0-PASS] 7930/16384
[479045000 ns] [STAGE 0-PASS] 7931/16384
[479055000 ns] [STAGE 0-PASS] 7932/16384
[479065000 ns] [STAGE 0-PASS] 7933/16384
[479075000 ns] [STAGE 0-PASS] 7934/16384
[479085000 ns] [STAGE 0-PASS] 7935/16384
[479095000 ns] [STAGE 0-PASS] 7936/16384
[479125000 ns] [STAGE 0-PASS] 7937/16384
[479135000 ns] [STAGE 0-PASS] 7938/16384
[479145000 ns] [STAGE 0-PASS] 7939/16384
[479155000 ns] [STAGE 0-PASS] 7940/16384
[479165000 ns] [STAGE 0-PASS] 7941/16384
[479175000 ns] [STAGE 0-PASS] 7942/16384
[479185000 ns] [STAGE 0-PASS] 7943/16384
[479195000 ns] [STAGE 0-PASS] 7944/16384
[479205000 ns] [STAGE 0-PASS] 7945/16384
[479215000 ns] [STAGE 0-PASS] 7946/16384
[479225000 ns] [STAGE 0-PASS] 7947/16384
[479235000 ns] [STAGE 0-PASS] 7948/16384
[479245000 ns] [STAGE 0-PASS] 7949/16384
[479255000 ns] [STAGE 0-PASS] 7950/16384
[479265000 ns] [STAGE 0-PASS] 7951/16384
[479275000 ns] [STAGE 0-PASS] 7952/16384
[479285000 ns] [STAGE 0-PASS] 7953/16384
[479295000 ns] [STAGE 0-PASS] 7954/16384
[479305000 ns] [STAGE 0-PASS] 7955/16384
[479315000 ns] [STAGE 0-PASS] 7956/16384
[479325000 ns] [STAGE 0-PASS] 7957/16384
[479335000 ns] [STAGE 0-PASS] 7958/16384
[479345000 ns] [STAGE 0-PASS] 7959/16384
[479355000 ns] [STAGE 0-PASS] 7960/16384
[479365000 ns] [STAGE 0-PASS] 7961/16384
[479375000 ns] [STAGE 0-PASS] 7962/16384
[479385000 ns] [STAGE 0-PASS] 7963/16384
[479395000 ns] [STAGE 0-PASS] 7964/16384
[479405000 ns] [STAGE 0-PASS] 7965/16384
[479415000 ns] [STAGE 0-PASS] 7966/16384
[479425000 ns] [STAGE 0-PASS] 7967/16384
[479435000 ns] [STAGE 0-PASS] 7968/16384
[479445000 ns] [STAGE 0-PASS] 7969/16384
[479455000 ns] [STAGE 0-PASS] 7970/16384
[479465000 ns] [STAGE 0-PASS] 7971/16384
[479475000 ns] [STAGE 0-PASS] 7972/16384
[479485000 ns] [STAGE 0-PASS] 7973/16384
[479495000 ns] [STAGE 0-PASS] 7974/16384
[479505000 ns] [STAGE 0-PASS] 7975/16384
[479515000 ns] [STAGE 0-PASS] 7976/16384
[479525000 ns] [STAGE 0-PASS] 7977/16384
[479535000 ns] [STAGE 0-PASS] 7978/16384
[479545000 ns] [STAGE 0-PASS] 7979/16384
[479555000 ns] [STAGE 0-PASS] 7980/16384
[479565000 ns] [STAGE 0-PASS] 7981/16384
[479575000 ns] [STAGE 0-PASS] 7982/16384
[479585000 ns] [STAGE 0-PASS] 7983/16384
[479595000 ns] [STAGE 0-PASS] 7984/16384
[479605000 ns] [STAGE 0-PASS] 7985/16384
[479615000 ns] [STAGE 0-PASS] 7986/16384
[479625000 ns] [STAGE 0-PASS] 7987/16384
[479635000 ns] [STAGE 0-PASS] 7988/16384
[479645000 ns] [STAGE 0-PASS] 7989/16384
[479655000 ns] [STAGE 0-PASS] 7990/16384
[479665000 ns] [STAGE 0-PASS] 7991/16384
[479675000 ns] [STAGE 0-PASS] 7992/16384
[479685000 ns] [STAGE 0-PASS] 7993/16384
[479695000 ns] [STAGE 0-PASS] 7994/16384
[479705000 ns] [STAGE 0-PASS] 7995/16384
[479715000 ns] [STAGE 0-PASS] 7996/16384
[479725000 ns] [STAGE 0-PASS] 7997/16384
[479735000 ns] [STAGE 0-PASS] 7998/16384
[479745000 ns] [STAGE 0-PASS] 7999/16384
[479755000 ns] [STAGE 0-PASS] 8000/16384
[479765000 ns] [STAGE 0-PASS] 8001/16384
[479775000 ns] [STAGE 0-PASS] 8002/16384
[479785000 ns] [STAGE 0-PASS] 8003/16384
[479795000 ns] [STAGE 0-PASS] 8004/16384
[479805000 ns] [STAGE 0-PASS] 8005/16384
[479815000 ns] [STAGE 0-PASS] 8006/16384
[479825000 ns] [STAGE 0-PASS] 8007/16384
[479835000 ns] [STAGE 0-PASS] 8008/16384
[479845000 ns] [STAGE 0-PASS] 8009/16384
[479855000 ns] [STAGE 0-PASS] 8010/16384
[479865000 ns] [STAGE 0-PASS] 8011/16384
[479875000 ns] [STAGE 0-PASS] 8012/16384
[479885000 ns] [STAGE 0-PASS] 8013/16384
[479895000 ns] [STAGE 0-PASS] 8014/16384
[479905000 ns] [STAGE 0-PASS] 8015/16384
[479915000 ns] [STAGE 0-PASS] 8016/16384
[479925000 ns] [STAGE 0-PASS] 8017/16384
[479935000 ns] [STAGE 0-PASS] 8018/16384
[479945000 ns] [STAGE 0-PASS] 8019/16384
[479955000 ns] [STAGE 0-PASS] 8020/16384
[479965000 ns] [STAGE 0-PASS] 8021/16384
[479975000 ns] [STAGE 0-PASS] 8022/16384
[479985000 ns] [STAGE 0-PASS] 8023/16384
[479995000 ns] [STAGE 0-PASS] 8024/16384
[480005000 ns] [STAGE 0-PASS] 8025/16384
[480015000 ns] [STAGE 0-PASS] 8026/16384
[480025000 ns] [STAGE 0-PASS] 8027/16384
[480035000 ns] [STAGE 0-PASS] 8028/16384
[480045000 ns] [STAGE 0-PASS] 8029/16384
[480055000 ns] [STAGE 0-PASS] 8030/16384
[480065000 ns] [STAGE 0-PASS] 8031/16384
[480075000 ns] [STAGE 0-PASS] 8032/16384
[480085000 ns] [STAGE 0-PASS] 8033/16384
[480095000 ns] [STAGE 0-PASS] 8034/16384
[480105000 ns] [STAGE 0-PASS] 8035/16384
[480115000 ns] [STAGE 0-PASS] 8036/16384
[480125000 ns] [STAGE 0-PASS] 8037/16384
[480135000 ns] [STAGE 0-PASS] 8038/16384
[480145000 ns] [STAGE 0-PASS] 8039/16384
[480155000 ns] [STAGE 0-PASS] 8040/16384
[480165000 ns] [STAGE 0-PASS] 8041/16384
[480175000 ns] [STAGE 0-PASS] 8042/16384
[480185000 ns] [STAGE 0-PASS] 8043/16384
[480195000 ns] [STAGE 0-PASS] 8044/16384
[480205000 ns] [STAGE 0-PASS] 8045/16384
[480215000 ns] [STAGE 0-PASS] 8046/16384
[480225000 ns] [STAGE 0-PASS] 8047/16384
[480235000 ns] [STAGE 0-PASS] 8048/16384
[480245000 ns] [STAGE 0-PASS] 8049/16384
[480255000 ns] [STAGE 0-PASS] 8050/16384
[480265000 ns] [STAGE 0-PASS] 8051/16384
[480275000 ns] [STAGE 0-PASS] 8052/16384
[480285000 ns] [STAGE 0-PASS] 8053/16384
[480295000 ns] [STAGE 0-PASS] 8054/16384
[480305000 ns] [STAGE 0-PASS] 8055/16384
[480315000 ns] [STAGE 0-PASS] 8056/16384
[480325000 ns] [STAGE 0-PASS] 8057/16384
[480335000 ns] [STAGE 0-PASS] 8058/16384
[480345000 ns] [STAGE 0-PASS] 8059/16384
[480355000 ns] [STAGE 0-PASS] 8060/16384
[480365000 ns] [STAGE 0-PASS] 8061/16384
[480375000 ns] [STAGE 0-PASS] 8062/16384
[480385000 ns] [STAGE 0-PASS] 8063/16384
[480395000 ns] [STAGE 0-PASS] 8064/16384
[480425000 ns] [STAGE 0-PASS] 8065/16384
[480435000 ns] [STAGE 0-PASS] 8066/16384
[480445000 ns] [STAGE 0-PASS] 8067/16384
[480455000 ns] [STAGE 0-PASS] 8068/16384
[480465000 ns] [STAGE 0-PASS] 8069/16384
[480475000 ns] [STAGE 0-PASS] 8070/16384
[480485000 ns] [STAGE 0-PASS] 8071/16384
[480495000 ns] [STAGE 0-PASS] 8072/16384
[480505000 ns] [STAGE 0-PASS] 8073/16384
[480515000 ns] [STAGE 0-PASS] 8074/16384
[480525000 ns] [STAGE 0-PASS] 8075/16384
[480535000 ns] [STAGE 0-PASS] 8076/16384
[480545000 ns] [STAGE 0-PASS] 8077/16384
[480555000 ns] [STAGE 0-PASS] 8078/16384
[480565000 ns] [STAGE 0-PASS] 8079/16384
[480575000 ns] [STAGE 0-PASS] 8080/16384
[480585000 ns] [STAGE 0-PASS] 8081/16384
[480595000 ns] [STAGE 0-PASS] 8082/16384
[480605000 ns] [STAGE 0-PASS] 8083/16384
[480615000 ns] [STAGE 0-PASS] 8084/16384
[480625000 ns] [STAGE 0-PASS] 8085/16384
[480635000 ns] [STAGE 0-PASS] 8086/16384
[480645000 ns] [STAGE 0-PASS] 8087/16384
[480655000 ns] [STAGE 0-PASS] 8088/16384
[480665000 ns] [STAGE 0-PASS] 8089/16384
[480675000 ns] [STAGE 0-PASS] 8090/16384
[480685000 ns] [STAGE 0-PASS] 8091/16384
[480695000 ns] [STAGE 0-PASS] 8092/16384
[480705000 ns] [STAGE 0-PASS] 8093/16384
[480715000 ns] [STAGE 0-PASS] 8094/16384
[480725000 ns] [STAGE 0-PASS] 8095/16384
[480735000 ns] [STAGE 0-PASS] 8096/16384
[480745000 ns] [STAGE 0-PASS] 8097/16384
[480755000 ns] [STAGE 0-PASS] 8098/16384
[480765000 ns] [STAGE 0-PASS] 8099/16384
[480775000 ns] [STAGE 0-PASS] 8100/16384
[480785000 ns] [STAGE 0-PASS] 8101/16384
[480795000 ns] [STAGE 0-PASS] 8102/16384
[480805000 ns] [STAGE 0-PASS] 8103/16384
[480815000 ns] [STAGE 0-PASS] 8104/16384
[480825000 ns] [STAGE 0-PASS] 8105/16384
[480835000 ns] [STAGE 0-PASS] 8106/16384
[480845000 ns] [STAGE 0-PASS] 8107/16384
[480855000 ns] [STAGE 0-PASS] 8108/16384
[480865000 ns] [STAGE 0-PASS] 8109/16384
[480875000 ns] [STAGE 0-PASS] 8110/16384
[480885000 ns] [STAGE 0-PASS] 8111/16384
[480895000 ns] [STAGE 0-PASS] 8112/16384
[480905000 ns] [STAGE 0-PASS] 8113/16384
[480915000 ns] [STAGE 0-PASS] 8114/16384
[480925000 ns] [STAGE 0-PASS] 8115/16384
[480935000 ns] [STAGE 0-PASS] 8116/16384
[480945000 ns] [STAGE 0-PASS] 8117/16384
[480955000 ns] [STAGE 0-PASS] 8118/16384
[480965000 ns] [STAGE 0-PASS] 8119/16384
[480975000 ns] [STAGE 0-PASS] 8120/16384
[480985000 ns] [STAGE 0-PASS] 8121/16384
[480995000 ns] [STAGE 0-PASS] 8122/16384
[481005000 ns] [STAGE 0-PASS] 8123/16384
[481015000 ns] [STAGE 0-PASS] 8124/16384
[481025000 ns] [STAGE 0-PASS] 8125/16384
[481035000 ns] [STAGE 0-PASS] 8126/16384
[481045000 ns] [STAGE 0-PASS] 8127/16384
[481055000 ns] [STAGE 0-PASS] 8128/16384
[481065000 ns] [STAGE 0-PASS] 8129/16384
[481075000 ns] [STAGE 0-PASS] 8130/16384
[481085000 ns] [STAGE 0-PASS] 8131/16384
[481095000 ns] [STAGE 0-PASS] 8132/16384
[481105000 ns] [STAGE 0-PASS] 8133/16384
[481115000 ns] [STAGE 0-PASS] 8134/16384
[481125000 ns] [STAGE 0-PASS] 8135/16384
[481135000 ns] [STAGE 0-PASS] 8136/16384
[481145000 ns] [STAGE 0-PASS] 8137/16384
[481155000 ns] [STAGE 0-PASS] 8138/16384
[481165000 ns] [STAGE 0-PASS] 8139/16384
[481175000 ns] [STAGE 0-PASS] 8140/16384
[481185000 ns] [STAGE 0-PASS] 8141/16384
[481195000 ns] [STAGE 0-PASS] 8142/16384
[481205000 ns] [STAGE 0-PASS] 8143/16384
[481215000 ns] [STAGE 0-PASS] 8144/16384
[481225000 ns] [STAGE 0-PASS] 8145/16384
[481235000 ns] [STAGE 0-PASS] 8146/16384
[481245000 ns] [STAGE 0-PASS] 8147/16384
[481255000 ns] [STAGE 0-PASS] 8148/16384
[481265000 ns] [STAGE 0-PASS] 8149/16384
[481275000 ns] [STAGE 0-PASS] 8150/16384
[481285000 ns] [STAGE 0-PASS] 8151/16384
[481295000 ns] [STAGE 0-PASS] 8152/16384
[481305000 ns] [STAGE 0-PASS] 8153/16384
[481315000 ns] [STAGE 0-PASS] 8154/16384
[481325000 ns] [STAGE 0-PASS] 8155/16384
[481335000 ns] [STAGE 0-PASS] 8156/16384
[481345000 ns] [STAGE 0-PASS] 8157/16384
[481355000 ns] [STAGE 0-PASS] 8158/16384
[481365000 ns] [STAGE 0-PASS] 8159/16384
[481375000 ns] [STAGE 0-PASS] 8160/16384
[481385000 ns] [STAGE 0-PASS] 8161/16384
[481395000 ns] [STAGE 0-PASS] 8162/16384
[481405000 ns] [STAGE 0-PASS] 8163/16384
[481415000 ns] [STAGE 0-PASS] 8164/16384
[481425000 ns] [STAGE 0-PASS] 8165/16384
[481435000 ns] [STAGE 0-PASS] 8166/16384
[481445000 ns] [STAGE 0-PASS] 8167/16384
[481455000 ns] [STAGE 0-PASS] 8168/16384
[481465000 ns] [STAGE 0-PASS] 8169/16384
[481475000 ns] [STAGE 0-PASS] 8170/16384
[481485000 ns] [STAGE 0-PASS] 8171/16384
[481495000 ns] [STAGE 0-PASS] 8172/16384
[481505000 ns] [STAGE 0-PASS] 8173/16384
[481515000 ns] [STAGE 0-PASS] 8174/16384
[481525000 ns] [STAGE 0-PASS] 8175/16384
[481535000 ns] [STAGE 0-PASS] 8176/16384
[481545000 ns] [STAGE 0-PASS] 8177/16384
[481555000 ns] [STAGE 0-PASS] 8178/16384
[481565000 ns] [STAGE 0-PASS] 8179/16384
[481575000 ns] [STAGE 0-PASS] 8180/16384
[481585000 ns] [STAGE 0-PASS] 8181/16384
[481595000 ns] [STAGE 0-PASS] 8182/16384
[481605000 ns] [STAGE 0-PASS] 8183/16384
[481615000 ns] [STAGE 0-PASS] 8184/16384
[481625000 ns] [STAGE 0-PASS] 8185/16384
[481635000 ns] [STAGE 0-PASS] 8186/16384
[481645000 ns] [STAGE 0-PASS] 8187/16384
[481655000 ns] [STAGE 0-PASS] 8188/16384
[481665000 ns] [STAGE 0-PASS] 8189/16384
[481675000 ns] [STAGE 0-PASS] 8190/16384
[481685000 ns] [STAGE 0-PASS] 8191/16384
[481695000 ns] [STAGE 0-PASS] 8192/16384
[481725000 ns] [STAGE 0-PASS] 8193/16384
[481735000 ns] [STAGE 0-PASS] 8194/16384
[481745000 ns] [STAGE 0-PASS] 8195/16384
[481755000 ns] [STAGE 0-PASS] 8196/16384
[481765000 ns] [STAGE 0-PASS] 8197/16384
[481775000 ns] [STAGE 0-PASS] 8198/16384
[481785000 ns] [STAGE 0-PASS] 8199/16384
[481795000 ns] [STAGE 0-PASS] 8200/16384
[481805000 ns] [STAGE 0-PASS] 8201/16384
[481815000 ns] [STAGE 0-PASS] 8202/16384
[481825000 ns] [STAGE 0-PASS] 8203/16384
[481835000 ns] [STAGE 0-PASS] 8204/16384
[481845000 ns] [STAGE 0-PASS] 8205/16384
[481855000 ns] [STAGE 0-PASS] 8206/16384
[481865000 ns] [STAGE 0-PASS] 8207/16384
[481875000 ns] [STAGE 0-PASS] 8208/16384
[481885000 ns] [STAGE 0-PASS] 8209/16384
[481895000 ns] [STAGE 0-PASS] 8210/16384
[481905000 ns] [STAGE 0-PASS] 8211/16384
[481915000 ns] [STAGE 0-PASS] 8212/16384
[481925000 ns] [STAGE 0-PASS] 8213/16384
[481935000 ns] [STAGE 0-PASS] 8214/16384
[481945000 ns] [STAGE 0-PASS] 8215/16384
[481955000 ns] [STAGE 0-PASS] 8216/16384
[481965000 ns] [STAGE 0-PASS] 8217/16384
[481975000 ns] [STAGE 0-PASS] 8218/16384
[481985000 ns] [STAGE 0-PASS] 8219/16384
[481995000 ns] [STAGE 0-PASS] 8220/16384
[482005000 ns] [STAGE 0-PASS] 8221/16384
[482015000 ns] [STAGE 0-PASS] 8222/16384
[482025000 ns] [STAGE 0-PASS] 8223/16384
[482035000 ns] [STAGE 0-PASS] 8224/16384
[482045000 ns] [STAGE 0-PASS] 8225/16384
[482055000 ns] [STAGE 0-PASS] 8226/16384
[482065000 ns] [STAGE 0-PASS] 8227/16384
[482075000 ns] [STAGE 0-PASS] 8228/16384
[482085000 ns] [STAGE 0-PASS] 8229/16384
[482095000 ns] [STAGE 0-PASS] 8230/16384
[482105000 ns] [STAGE 0-PASS] 8231/16384
[482115000 ns] [STAGE 0-PASS] 8232/16384
[482125000 ns] [STAGE 0-PASS] 8233/16384
[482135000 ns] [STAGE 0-PASS] 8234/16384
[482145000 ns] [STAGE 0-PASS] 8235/16384
[482155000 ns] [STAGE 0-PASS] 8236/16384
[482165000 ns] [STAGE 0-PASS] 8237/16384
[482175000 ns] [STAGE 0-PASS] 8238/16384
[482185000 ns] [STAGE 0-PASS] 8239/16384
[482195000 ns] [STAGE 0-PASS] 8240/16384
[482205000 ns] [STAGE 0-PASS] 8241/16384
[482215000 ns] [STAGE 0-PASS] 8242/16384
[482225000 ns] [STAGE 0-PASS] 8243/16384
[482235000 ns] [STAGE 0-PASS] 8244/16384
[482245000 ns] [STAGE 0-PASS] 8245/16384
[482255000 ns] [STAGE 0-PASS] 8246/16384
[482265000 ns] [STAGE 0-PASS] 8247/16384
[482275000 ns] [STAGE 0-PASS] 8248/16384
[482285000 ns] [STAGE 0-PASS] 8249/16384
[482295000 ns] [STAGE 0-PASS] 8250/16384
[482305000 ns] [STAGE 0-PASS] 8251/16384
[482315000 ns] [STAGE 0-PASS] 8252/16384
[482325000 ns] [STAGE 0-PASS] 8253/16384
[482335000 ns] [STAGE 0-PASS] 8254/16384
[482345000 ns] [STAGE 0-PASS] 8255/16384
[482355000 ns] [STAGE 0-PASS] 8256/16384
[482365000 ns] [STAGE 0-PASS] 8257/16384
[482375000 ns] [STAGE 0-PASS] 8258/16384
[482385000 ns] [STAGE 0-PASS] 8259/16384
[482395000 ns] [STAGE 0-PASS] 8260/16384
[482405000 ns] [STAGE 0-PASS] 8261/16384
[482415000 ns] [STAGE 0-PASS] 8262/16384
[482425000 ns] [STAGE 0-PASS] 8263/16384
[482435000 ns] [STAGE 0-PASS] 8264/16384
[482445000 ns] [STAGE 0-PASS] 8265/16384
[482455000 ns] [STAGE 0-PASS] 8266/16384
[482465000 ns] [STAGE 0-PASS] 8267/16384
[482475000 ns] [STAGE 0-PASS] 8268/16384
[482485000 ns] [STAGE 0-PASS] 8269/16384
[482495000 ns] [STAGE 0-PASS] 8270/16384
[482505000 ns] [STAGE 0-PASS] 8271/16384
[482515000 ns] [STAGE 0-PASS] 8272/16384
[482525000 ns] [STAGE 0-PASS] 8273/16384
[482535000 ns] [STAGE 0-PASS] 8274/16384
[482545000 ns] [STAGE 0-PASS] 8275/16384
[482555000 ns] [STAGE 0-PASS] 8276/16384
[482565000 ns] [STAGE 0-PASS] 8277/16384
[482575000 ns] [STAGE 0-PASS] 8278/16384
[482585000 ns] [STAGE 0-PASS] 8279/16384
[482595000 ns] [STAGE 0-PASS] 8280/16384
[482605000 ns] [STAGE 0-PASS] 8281/16384
[482615000 ns] [STAGE 0-PASS] 8282/16384
[482625000 ns] [STAGE 0-PASS] 8283/16384
[482635000 ns] [STAGE 0-PASS] 8284/16384
[482645000 ns] [STAGE 0-PASS] 8285/16384
[482655000 ns] [STAGE 0-PASS] 8286/16384
[482665000 ns] [STAGE 0-PASS] 8287/16384
[482675000 ns] [STAGE 0-PASS] 8288/16384
[482685000 ns] [STAGE 0-PASS] 8289/16384
[482695000 ns] [STAGE 0-PASS] 8290/16384
[482705000 ns] [STAGE 0-PASS] 8291/16384
[482715000 ns] [STAGE 0-PASS] 8292/16384
[482725000 ns] [STAGE 0-PASS] 8293/16384
[482735000 ns] [STAGE 0-PASS] 8294/16384
[482745000 ns] [STAGE 0-PASS] 8295/16384
[482755000 ns] [STAGE 0-PASS] 8296/16384
[482765000 ns] [STAGE 0-PASS] 8297/16384
[482775000 ns] [STAGE 0-PASS] 8298/16384
[482785000 ns] [STAGE 0-PASS] 8299/16384
[482795000 ns] [STAGE 0-PASS] 8300/16384
[482805000 ns] [STAGE 0-PASS] 8301/16384
[482815000 ns] [STAGE 0-PASS] 8302/16384
[482825000 ns] [STAGE 0-PASS] 8303/16384
[482835000 ns] [STAGE 0-PASS] 8304/16384
[482845000 ns] [STAGE 0-PASS] 8305/16384
[482855000 ns] [STAGE 0-PASS] 8306/16384
[482865000 ns] [STAGE 0-PASS] 8307/16384
[482875000 ns] [STAGE 0-PASS] 8308/16384
[482885000 ns] [STAGE 0-PASS] 8309/16384
[482895000 ns] [STAGE 0-PASS] 8310/16384
[482905000 ns] [STAGE 0-PASS] 8311/16384
[482915000 ns] [STAGE 0-PASS] 8312/16384
[482925000 ns] [STAGE 0-PASS] 8313/16384
[482935000 ns] [STAGE 0-PASS] 8314/16384
[482945000 ns] [STAGE 0-PASS] 8315/16384
